L,seed,arm,M256,incumbent_256_over_M256_at_t256,ambient_256_inside_C256_at_t256,fresh_source_inside_C256_at_t256,numeric_t256_assertion_written_to_raw,field_identity_residual_max,system_balance_residual,incumbent_absolute_residual_2048,is_historical_t0_tracer,label_check,verdict
24,980006,D2_REDESIGNED_Q100,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,2.842170943040401e-14,0.7793685783252294,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980006,DIRECT_INTERFACE_Q100,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,6.106226635438361e-15,2.842170943040401e-14,0.5933328646573568,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,SHAM,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,0.0,0.8651784814552869,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,D1_LEGACY_Q005,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,0.0,0.8646791523113936,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,D1_REDESIGNED_Q005,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.6645352591003757e-15,0.0,0.8427812767869798,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,D2_REDESIGNED_Q005,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,2.842170943040401e-14,0.8226422206078566,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,D2_REDESIGNED_Q020,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,2.842170943040401e-14,0.7787434813785921,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,D2_REDESIGNED_Q050,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.55351295663786e-15,5.684341886080802e-14,0.7856772996265085,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,D2_REDESIGNED_Q100,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,2.842170943040401e-14,0.7785337002211565,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980007,DIRECT_INTERFACE_Q100,167.31018390822302,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,5.218048215738236e-15,2.842170943040401e-14,0.6059727270338,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,SHAM,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,0.0,0.8646451647124535,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,D1_LEGACY_Q005,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,0.0,0.8646451647124535,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,D1_REDESIGNED_Q005,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,0.0,0.8351405073060122,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,D2_REDESIGNED_Q005,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,0.0,0.827648837300586,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,D2_REDESIGNED_Q020,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.6645352591003757e-15,2.842170943040401e-14,0.7741696761509672,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,D2_REDESIGNED_Q050,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,2.842170943040401e-14,0.7679994453537413,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,D2_REDESIGNED_Q100,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,8.526512829121202e-14,0.7670597388666934,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980008,DIRECT_INTERFACE_Q100,167.58088074207672,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,4.551914400963142e-15,0.0,0.5888379688500045,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,SHAM,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.774758283725532e-15,0.0,0.9023553340108204,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,D1_LEGACY_Q005,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.774758283725532e-15,0.0,0.9023553340108204,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,D1_REDESIGNED_Q005,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,5.684341886080802e-14,0.8890802565010079,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,D2_REDESIGNED_Q005,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,0.0,0.8647006756092981,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,D2_REDESIGNED_Q020,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.3306690738754696e-15,0.0,0.846280405202284,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,D2_REDESIGNED_Q050,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,0.0,0.845394346459843,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,D2_REDESIGNED_Q100,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.6645352591003757e-15,0.0,0.8413926194420855,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980100,DIRECT_INTERFACE_Q100,295.9690202502436,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,5.662137425588298e-15,1.1368683772161603e-13,0.665411833264166,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,SHAM,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.4416913763379853e-15,5.684341886080802e-14,0.9100501285406202,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,D1_LEGACY_Q005,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.4416913763379853e-15,5.684341886080802e-14,0.9100501285406202,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,D1_REDESIGNED_Q005,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,0.0,0.8896993405255086,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,D2_REDESIGNED_Q005,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.552713678800501e-15,0.0,0.8636579371766904,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,D2_REDESIGNED_Q020,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,0.0,0.844904714623142,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,D2_REDESIGNED_Q050,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,5.684341886080802e-14,0.8400112385045628,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,D2_REDESIGNED_Q100,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,0.0,0.83584050383094,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980101,DIRECT_INTERFACE_Q100,297.53963760333596,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,5.88418203051333e-15,1.1368683772161603e-13,0.6820311782519424,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,SHAM,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,5.684341886080802e-14,0.9083684120244631,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,D1_LEGACY_Q005,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,5.684341886080802e-14,0.9083684120244631,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,D1_REDESIGNED_Q005,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,5.684341886080802e-14,0.8901292111685336,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,D2_REDESIGNED_Q005,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,1.1368683772161603e-13,0.8675092310424207,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,D2_REDESIGNED_Q020,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,5.684341886080802e-14,0.8457099262313661,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,D2_REDESIGNED_Q050,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,0.0,0.8410207201097895,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,D2_REDESIGNED_Q100,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,1.1368683772161603e-13,0.8370467266777483,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980102,DIRECT_INTERFACE_Q100,297.0518029287348,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,5.10702591327572e-15,1.1368683772161603e-13,0.659383972931548,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,SHAM,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,0.0,0.8969753220002333,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,D1_LEGACY_Q005,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,0.0,0.8969753220002333,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,D1_REDESIGNED_Q005,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,5.684341886080802e-14,0.8866599507398903,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,D2_REDESIGNED_Q005,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,0.0,0.8572547287294426,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,D2_REDESIGNED_Q020,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.3306690738754696e-15,0.0,0.8394400331685146,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,D2_REDESIGNED_Q050,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.9968028886505635e-15,5.684341886080802e-14,0.8332839554751769,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,D2_REDESIGNED_Q100,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,5.684341886080802e-14,0.833388811926176,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980103,DIRECT_INTERFACE_Q100,295.8582386298139,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,5.773159728050814e-15,0.0,0.6774599110074924,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980104,SHAM,295.7090648269241,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,0.0,0.9056701703806197,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980104,D1_LEGACY_Q005,295.7090648269241,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,0.0,0.9056701703806197,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980104,D1_REDESIGNED_Q005,295.7090648269241,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,0.0,0.8932657132392299,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980104,D2_REDESIGNED_Q005,295.7090648269241,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.552713678800501e-15,0.0,0.8653730557693284,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
32,980104,D2_REDESIGNED_Q020,295.7090648269241,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,5.684341886080802e-14,0.8504937080823198,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
