arm,block,law,n_sink_elig,planned,q_event,realized_sink,reject_reason,rejected,sink_capacity,size,source_capacity,time
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,98,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,75.66250902580946,24,22.337490974190544,784
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,99,2.0797750608413486,2.0797750608413486,2.079775060841348,NONE,False,75.25078392610881,24,23.749216073891162,1040
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,98,2.0797750608413486,2.0797750608413486,2.079775060841348,NONE,False,74.1113977825341,24,23.888602217465888,1296
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,97,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,73.08414811424018,24,23.91585188575983,1552
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,97,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,72.53675499025944,24,24.46324500974056,1808
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,98,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,72.4955100221736,24,25.504489977826402,2064
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,98,2.0797750608413486,2.0797750608413486,2.079775060841349,NONE,False,72.04922081728024,24,25.950779182719767,2320
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,98,2.0797750608413486,2.0797750608413486,2.079775060841349,NONE,False,71.63822075937351,24,26.361779240626486,2576
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,98,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,71.25474736197663,24,26.74525263802338,2832
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,98,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,70.89401660031763,24,27.10598339968237,3088
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,95,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,69.23793832145505,24,25.762061678544963,3344
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,96,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,69.36270997760343,24,26.63729002239659,3600
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,96,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,69.06923263312878,24,26.930767366871205,3856
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,95,2.0797750608413486,2.0797750608413486,2.079775060841348,NONE,False,68.37083711970178,24,26.629162880298235,4112
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,94,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,67.65139342907257,24,26.348606570927416,4368
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,95,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,67.8178681002412,24,27.182131899758826,4624
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,95,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,67.57398951665083,24,27.42601048334916,4880
SRC_SINKSIDE,LAW_16_L24_S950007,LAW_16,94,2.0797750608413486,2.0797750608413486,2.0797750608413486,NONE,False,66.89202766089836,24,27.107972339101668,5136
PARENT,LAW_16_L24_S950008,LAW_16,107,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,83.343910169299,24,22.0280061702065,272
PARENT,LAW_16_L24_S950008,LAW_16,104,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,81.01996621625213,24,20.214945423118948,288
PARENT,LAW_16_L24_S950008,LAW_16,100,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,78.33613670789588,24,18.437167977184757,304
PARENT,LAW_16_L24_S950008,LAW_16,96,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,75.38386256315749,24,16.728239116054635,320
PARENT,LAW_16_L24_S950008,LAW_16,93,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,72.88744917228293,24,15.047465052072434,336
PARENT,LAW_16_L24_S950008,LAW_16,90,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,70.55378697872136,24,13.336628748063312,352
PARENT,LAW_16_L24_S950008,LAW_16,87,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,68.10772643167027,24,11.690754347807701,368
PARENT,LAW_16_L24_S950008,LAW_16,84,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,65.60920428013,24,10.023084629662764,384
PARENT,LAW_16_L24_S950008,LAW_16,61,2.043601803235774,0.48659410858266305,0.48659410858266305,NONE,False,48.254489265782716,24,0.48659410858266305,528
PARENT,LAW_16_L24_S950008,LAW_16,45,2.043601803235774,0.3341852161151103,0.3341852161151103,NONE,False,36.852707488674476,24,0.3341852161151103,784
PARENT,LAW_16_L24_S950008,LAW_16,36,2.043601803235774,0.2682024769311856,0.2682024769311856,NONE,False,29.51642439901409,24,0.2682024769311856,1040
PARENT,LAW_16_L24_S950008,LAW_16,29,2.043601803235774,0.24153735271962584,0.24153735271962584,NONE,False,24.246808102557857,24,0.24153735271962584,1296
PARENT,LAW_16_L24_S950008,LAW_16,25,2.043601803235774,0.2327976910355306,0.2327976910355306,NONE,False,20.58412547267553,24,0.2327976910355306,1552
PARENT,LAW_16_L24_S950008,LAW_16,22,2.043601803235774,0.22943575674746164,0.22943575674746164,NONE,False,17.590688639759,24,0.22943575674746164,1808
PARENT,LAW_16_L24_S950008,LAW_16,18,2.043601803235774,0.23251477399821874,0.23251477399821874,NONE,False,14.315731107965199,24,0.23251477399821874,2064
PARENT,LAW_16_L24_S950008,LAW_16,19,2.043601803235774,0.2517432365862058,0.2517432365862058,NONE,False,13.62906622392108,24,0.2517432365862058,2320
PARENT,LAW_16_L24_S950008,LAW_16,12,2.043601803235774,0.2692308594016928,0.2692308594016928,NONE,False,9.616150252382027,24,0.2692308594016928,2576
PARENT,LAW_16_L24_S950008,LAW_16,12,2.043601803235774,0.2783153264386762,0.2783153264386762,NONE,False,8.86301040159106,24,0.2783153264386762,2832
PARENT,LAW_16_L24_S950008,LAW_16,8,2.043601803235774,0.2971065695873266,0.2971065695873266,NONE,False,6.30787964280059,24,0.2971065695873266,3088
PARENT,LAW_16_L24_S950008,LAW_16,7,2.043601803235774,0.3091789498024443,0.3091789498024443,NONE,False,5.161939049674607,24,0.3091789498024443,3344
PARENT,LAW_16_L24_S950008,LAW_16,6,2.043601803235774,0.32501741880780155,0.32501741880780155,NONE,False,3.9539676434279305,24,0.32501741880780155,3600
PARENT,LAW_16_L24_S950008,LAW_16,3,2.043601803235774,0.3362574298597045,0.3362574298597045,NONE,False,1.6413415723247606,24,0.3362574298597045,3856
PARENT,LAW_16_L24_S950008,LAW_16,1,2.043601803235774,0.4509497997908561,0.4509497997908561,NONE,False,0.4509497997908561,24,0.6639818400170395,4112
PARENT,LAW_16_L24_S950008,LAW_16,0,2.043601803235774,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,0.6798983580893635,4368
PARENT,LAW_16_L24_S950008,LAW_16,0,2.043601803235774,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,1.5535398414267272,4624
PARENT,LAW_16_L24_S950008,LAW_16,0,2.043601803235774,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,1.2828225563066082,4880
PARENT,LAW_16_L24_S950008,LAW_16,0,2.043601803235774,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,2.8902663143959764,5136
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,107,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,83.343910169299,24,23.656089830701035,272
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,82.83905029020109,24,23.160949709798896,288
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357746,NONE,False,82.97529720531358,24,23.024702794686437,304
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,82.87490963204228,24,23.125090367957757,320
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,82.78603056808718,24,23.21396943191281,336
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,82.71026722190318,24,23.289732778096806,352
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,82.64139996872605,24,23.358600031273983,368
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,82.580166030497,24,23.419833969503,384
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,82.1714910211888,24,23.828508978811197,528
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,81.66038335492755,24,24.339616645072496,784
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,81.23838483551768,24,24.76161516448235,1040
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,80.86447186425005,24,25.135528135749944,1296
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,80.53676799016684,24,25.46323200983317,1552
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,80.25082204018233,24,25.74917795981763,1808
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,79.9969672017263,24,26.00303279827368,2064
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,79.76824419711909,24,26.23175580288091,2320
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,79.55964555099413,24,26.440354449005852,2576
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,79.36750935266089,24,26.632490647339107,2832
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,79.18911196754645,24,26.810888032453548,3088
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,79.02239034212232,24,26.977609657877704,3344
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,78.8657525509141,24,27.134247449085862,3600
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,78.71794689165226,24,27.282053108347757,3856
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,78.57797108510564,24,27.422028914894305,4112
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357746,NONE,False,78.44500867377313,24,27.554991326226855,4368
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,78.31838379343759,24,27.681616206562403,4624
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.043601803235774,NONE,False,78.19752879650208,24,27.802471203497866,4880
SRC_SINKSIDE,LAW_16_L24_S950008,LAW_16,106,2.043601803235774,2.043601803235774,2.0436018032357737,NONE,False,78.08196058559376,24,27.918039414406184,5136
PARENT,LAW_16_L32_S950000,LAW_16,178,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,142.03518716615537,32,39.61200082450305,272
PARENT,LAW_16_L32_S950000,LAW_16,172,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,137.4135827283456,32,36.24140160757101,288
PARENT,LAW_16_L32_S950000,LAW_16,166,3.6955074733026807,3.6955074733026807,3.695507473302681,NONE,False,133.40986108669517,32,32.97304584940934,304
PARENT,LAW_16_L32_S950000,LAW_16,161,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,128.78419301615997,32,29.75333239756067,320
PARENT,LAW_16_L32_S950000,LAW_16,155,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,124.71978196608862,32,26.5833201871337,336
PARENT,LAW_16_L32_S950000,LAW_16,150,3.6955074733026807,3.6955074733026807,3.6955074733026816,NONE,False,120.22967795898619,32,23.374397457712153,352
PARENT,LAW_16_L32_S950000,LAW_16,145,3.6955074733026807,3.6955074733026807,3.69550747330268,NONE,False,116.1091667310646,32,20.143385682840844,368
PARENT,LAW_16_L32_S950000,LAW_16,139,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,111.74480336336666,32,16.947617008963604,384
PARENT,LAW_16_L32_S950000,LAW_16,106,3.6955074733026807,0.585913413794984,0.585913413794984,NONE,False,85.79065571249296,32,0.585913413794984,528
PARENT,LAW_16_L32_S950000,LAW_16,90,3.6955074733026807,0.4189992456971525,0.4189992456971525,NONE,False,73.62000338850018,32,0.4189992456971525,784
PARENT,LAW_16_L32_S950000,LAW_16,73,3.6955074733026807,0.3387638905638728,0.3387638905638728,NONE,False,61.374545408728736,32,0.3387638905638728,1040
PARENT,LAW_16_L32_S950000,LAW_16,67,3.6955074733026807,0.28959016334000054,0.28959016334000054,NONE,False,55.60256195154388,32,0.28959016334000054,1296
PARENT,LAW_16_L32_S950000,LAW_16,59,3.6955074733026807,0.2588585624254426,0.2588585624254426,NONE,False,49.42885968466112,32,0.2588585624254426,1552
PARENT,LAW_16_L32_S950000,LAW_16,52,3.6955074733026807,0.2414366324167403,0.2414366324167403,NONE,False,43.752393074604164,32,0.2414366324167403,1808
PARENT,LAW_16_L32_S950000,LAW_16,48,3.6955074733026807,0.23106572784272605,0.23106572784272605,NONE,False,39.992500787712345,32,0.23106572784272605,2064
PARENT,LAW_16_L32_S950000,LAW_16,45,3.6955074733026807,0.2238248142444199,0.2238248142444199,NONE,False,36.50518162708398,32,0.2238248142444199,2320
PARENT,LAW_16_L32_S950000,LAW_16,39,3.6955074733026807,0.22288358390037166,0.22288358390037166,NONE,False,32.17278021209431,32,0.22288358390037166,2576
PARENT,LAW_16_L32_S950000,LAW_16,35,3.6955074733026807,0.2253046572867643,0.2253046572867643,NONE,False,28.972675172070566,32,0.2253046572867643,2832
PARENT,LAW_16_L32_S950000,LAW_16,33,3.6955074733026807,0.22900601952561117,0.22900601952561117,NONE,False,26.566547121981202,32,0.22900601952561117,3088
PARENT,LAW_16_L32_S950000,LAW_16,29,3.6955074733026807,0.23122294284374634,0.23122294284374634,NONE,False,23.35969046877936,32,0.23122294284374634,3344
PARENT,LAW_16_L32_S950000,LAW_16,26,3.6955074733026807,0.2344269586508897,0.2344269586508897,NONE,False,20.793309831106907,32,0.2344269586508897,3600
PARENT,LAW_16_L32_S950000,LAW_16,24,3.6955074733026807,0.2374072570173058,0.2374072570173058,NONE,False,18.74883226604613,32,0.2374072570173058,3856
PARENT,LAW_16_L32_S950000,LAW_16,22,3.6955074733026807,0.2568964701527301,0.2568964701527301,NONE,False,16.843968808403538,32,0.2568964701527301,4112
PARENT,LAW_16_L32_S950000,LAW_16,19,3.6955074733026807,0.27187359592702964,0.27187359592702964,NONE,False,14.874248123653654,32,0.27187359592702964,4368
PARENT,LAW_16_L32_S950000,LAW_16,18,3.6955074733026807,0.287644039126021,0.287644039126021,NONE,False,13.447384485328428,32,0.287644039126021,4624
PARENT,LAW_16_L32_S950000,LAW_16,14,3.6955074733026807,0.30552501463989346,0.30552501463989346,NONE,False,10.855869487999245,32,0.30552501463989346,4880
PARENT,LAW_16_L32_S950000,LAW_16,12,3.6955074733026807,0.31756143342489307,0.31756143342489307,NONE,False,9.50115804155269,32,0.31756143342489307,5136
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,178,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,142.03518716615537,32,35.96481283384468,272
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,176,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,141.04250282549148,32,34.957497174508525,288
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,174,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,140.7226457107621,32,33.27735428923803,304
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,172,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,140.0595046870945,32,31.94049531290559,320
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,171,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,139.66031278939812,32,31.339687210601888,336
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,170,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,139.09254289706763,32,30.907457102932398,352
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,169,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,138.61301961624494,32,30.386980383755073,368
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,168,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,138.12254457556438,32,29.87745542443564,384
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,171,3.6955074733026807,3.6955074733026807,3.695507473302681,NONE,False,138.16499663453493,32,32.835003365465035,528
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,174,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,138.2802186693494,32,35.71978133065048,784
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,174,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,137.5115445655105,32,36.488455434489566,1040
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,174,3.6955074733026807,3.6955074733026807,3.695507473302681,NONE,False,136.9191293360284,32,37.080870663971645,1296
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,174,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,136.43710783024406,32,37.56289216975594,1552
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,174,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,135.86064535348643,32,38.139354646513624,1808
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,172,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,134.3188327510973,32,37.68116724890268,2064
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,172,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,133.77249478653667,32,38.22750521346327,2320
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,172,3.6955074733026807,3.6955074733026807,3.695507473302681,NONE,False,133.29190459447634,32,38.708095405523764,2576
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,171,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,132.40245626414222,32,38.59754373585782,2832
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,171,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,131.98673948660013,32,39.0132605133999,3088
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,171,3.6955074733026807,3.6955074733026807,3.6955074733026816,NONE,False,131.59209315819828,32,39.40790684180174,3344
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,171,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,131.22388689968287,32,39.77611310031721,3600
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,171,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,130.86040676894766,32,40.139593231052366,3856
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,170,3.6955074733026807,3.6955074733026807,3.6955074733026803,NONE,False,130.07131851644382,32,39.92868148355625,4112
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,170,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,129.76215809053554,32,40.23784190946448,4368
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,170,3.6955074733026807,3.6955074733026807,3.695507473302681,NONE,False,129.47022926596878,32,40.52977073403119,4624
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,170,3.6955074733026807,3.6955074733026807,3.6955074733026807,NONE,False,129.19291819983977,32,40.8070818001603,4880
SRC_SINKSIDE,LAW_16_L32_S950000,LAW_16,169,3.6955074733026807,3.6955074733026807,3.69550747330268,NONE,False,128.4819482858137,32,40.51805171418627,5136
PARENT,LAW_16_L32_S950001,LAW_16,175,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,139.37306935359535,32,41.120809974515524,272
PARENT,LAW_16_L32_S950001,LAW_16,169,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,134.9887500684971,32,37.76478409477029,288
PARENT,LAW_16_L32_S950001,LAW_16,163,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,130.88672650670986,32,34.50027505911358,304
PARENT,LAW_16_L32_S950001,LAW_16,158,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,126.42700434972359,32,31.310525571458296,320
PARENT,LAW_16_L32_S950001,LAW_16,152,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,122.30107283478978,32,28.124062259125406,336
PARENT,LAW_16_L32_S950001,LAW_16,147,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,117.81276207348296,32,24.94460513723941,352
PARENT,LAW_16_L32_S950001,LAW_16,142,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,113.67716940281768,32,21.758728799096005,368
PARENT,LAW_16_L32_S950001,LAW_16,137,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,109.37994507822792,32,18.633221091576846,384
PARENT,LAW_16_L32_S950001,LAW_16,100,3.6559170330770288,0.6299816618633627,0.6299816618633627,NONE,False,80.52523017511716,32,0.6299816618633627,528
PARENT,LAW_16_L32_S950001,LAW_16,84,3.6559170330770288,0.4426348738433108,0.4426348738433108,NONE,False,68.29686988123274,32,0.4426348738433108,784
PARENT,LAW_16_L32_S950001,LAW_16,67,3.6559170330770288,0.3559575725356965,0.3559575725356965,NONE,False,56.04670808090116,32,0.3559575725356965,1040
PARENT,LAW_16_L32_S950001,LAW_16,59,3.6559170330770288,0.3042692117432433,0.3042692117432433,NONE,False,49.319897090665805,32,0.3042692117432433,1296
PARENT,LAW_16_L32_S950001,LAW_16,52,3.6559170330770288,0.2759211079711159,0.2759211079711159,NONE,False,43.412767325613885,32,0.2759211079711159,1552
PARENT,LAW_16_L32_S950001,LAW_16,46,3.6559170330770288,0.2599850353383113,0.2599850353383113,NONE,False,38.26094688365406,32,0.2599850353383113,1808
PARENT,LAW_16_L32_S950001,LAW_16,42,3.6559170330770288,0.2526885255036537,0.2526885255036537,NONE,False,34.06534893321049,32,0.2526885255036537,2064
PARENT,LAW_16_L32_S950001,LAW_16,36,3.6559170330770288,0.25266179490413354,0.25266179490413354,NONE,False,29.67270371475386,32,0.25266179490413354,2320
PARENT,LAW_16_L32_S950001,LAW_16,31,3.6559170330770288,0.254645899841767,0.254645899841767,NONE,False,25.565317114695294,32,0.254645899841767,2576
PARENT,LAW_16_L32_S950001,LAW_16,29,3.6559170330770288,0.25775545530843347,0.25775545530843347,NONE,False,22.974456916224106,32,0.25775545530843347,2832
PARENT,LAW_16_L32_S950001,LAW_16,24,3.6559170330770288,0.25957739384700174,0.25957739384700174,NONE,False,19.301766718908898,32,0.25957739384700174,3088
PARENT,LAW_16_L32_S950001,LAW_16,21,3.6559170330770288,0.28610227424520873,0.28610227424520873,NONE,False,16.41172331237151,32,0.28610227424520873,3344
PARENT,LAW_16_L32_S950001,LAW_16,19,3.6559170330770288,0.2968741761944198,0.2968741761944198,NONE,False,14.884580936601846,32,0.2968741761944198,3600
PARENT,LAW_16_L32_S950001,LAW_16,16,3.6559170330770288,0.3153516442773818,0.3153516442773818,NONE,False,12.622976411403188,32,0.3153516442773818,3856
PARENT,LAW_16_L32_S950001,LAW_16,14,3.6559170330770288,0.33626567803087315,0.33626567803087315,NONE,False,10.837773425974538,32,0.33626567803087315,4112
PARENT,LAW_16_L32_S950001,LAW_16,10,3.6559170330770288,0.3623485059343815,0.3623485059343815,NONE,False,7.700577800707299,32,0.3623485059343815,4368
PARENT,LAW_16_L32_S950001,LAW_16,9,3.6559170330770288,0.3659603037656456,0.3659603037656456,NONE,False,6.984641848284198,32,0.3659603037656456,4624
PARENT,LAW_16_L32_S950001,LAW_16,6,3.6559170330770288,0.3908765582225905,0.3908765582225905,NONE,False,4.109695166308346,32,0.3908765582225905,4880
PARENT,LAW_16_L32_S950001,LAW_16,5,3.6559170330770288,0.4011658452449306,0.4011658452449306,NONE,False,3.511588476708785,32,0.4011658452449306,5136
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,175,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,139.37306935359535,32,35.62693064640466,272
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,174,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,138.83961760308176,32,35.1603823969182,288
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,172,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,138.2075035028385,32,33.79249649716158,304
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,169,3.6559170330770288,3.6559170330770288,3.6559170330770283,NONE,False,137.44639842815576,32,31.55360157184414,320
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,166,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,136.21092101181478,32,29.78907898818524,336
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,164,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,135.56755054314928,32,28.43244945685073,352
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,162,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,134.85194399908113,32,27.14805600091885,368
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,161,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,134.54801244781004,32,26.45198755219,384
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,160,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,133.27184891379736,32,26.72815108620263,528
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,167,3.6559170330770288,3.6559170330770288,3.655917033077029,NONE,False,135.1149034265752,32,31.88509657342476,784
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,168,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,134.82668548083953,32,33.173314519160485,1040
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,169,3.6559170330770288,3.6559170330770288,3.655917033077029,NONE,False,134.73408854943654,32,34.26591145056343,1296
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,170,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,134.48504441073456,32,35.514955589265384,1552
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,170,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,134.00530599227352,32,35.99469400772648,1808
SRC_SINKSIDE,LAW_16_L32_S950001,LAW_16,170,3.6559170330770288,3.6559170330770288,3.6559170330770288,NONE,False,133.62556807084923,32,36.374431929150745,2064
