world,point,split,stop,kY,muY,steps,first_birth,n_births,extinct,first_S,first_P,n_S_episodes,max_S_duration,integrity_ok,dur_ok_T_50,noP_ok_T_50,resp_ok_T_50,event_step_T_50,weak_centre_X_ratio_T_50,weak_centre_X_abs_T_50,P_before_event_T_50,joint_timing_T_50,joint_T_50,dur_ok_T_primary,noP_ok_T_primary,resp_ok_T_primary,event_step_T_primary,weak_centre_X_ratio_T_primary,weak_centre_X_abs_T_primary,P_before_event_T_primary,joint_timing_T_primary,joint_T_primary,dur_ok_T_80,noP_ok_T_80,resp_ok_T_80,event_step_T_80,weak_centre_X_ratio_T_80,weak_centre_X_abs_T_80,P_before_event_T_80,joint_timing_T_80,joint_T_80,dur_ok_T_90,noP_ok_T_90,resp_ok_T_90,event_step_T_90,weak_centre_X_ratio_T_90,weak_centre_X_abs_T_90,P_before_event_T_90,joint_timing_T_90,joint_T_90
B_B2_i009_s960967674,B2,DISCOVERY,PREMATURE_THIRD_CENTRE,2.1544346900318823e-05,1e-08,4236,1632,2,False,1706,4235,9,1195,True,True,True,True,1878,0.6153846153846154,48.0,False,True,True,True,True,True,1955,0.4036697247706422,44.0,False,True,True,True,True,True,2107,0.06756756756756757,5.0,False,True,True,True,True,False,2280,0.3561643835616438,26.0,False,True,False
B_B2_i010_s968995017,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i011_s966153195,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,2808,1,False,2970,-1,16,3636,True,True,True,True,3142,0.6373626373626373,58.0,False,True,True,True,True,True,3219,0.9459459459459459,70.0,False,True,True,True,True,True,3371,0.9746835443037974,77.0,False,True,True,True,True,True,3544,1.0,57.0,False,True,True
B_B2_i012_s956361991,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i013_s972041382,B2,DISCOVERY,PREMATURE_THIRD_CENTRE,2.1544346900318823e-05,1e-08,6383,2909,2,False,3026,6382,23,1327,True,True,True,True,3312,0.7378640776699029,76.0,False,True,True,True,True,True,3697,0.8061224489795918,79.0,False,True,True,True,True,True,3849,0.9207920792079208,93.0,False,True,True,True,True,True,5629,0.9066666666666666,68.0,False,True,True
B_B2_i014_s980820476,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i015_s967065063,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,10349,1,False,10432,-1,5,306,True,True,True,True,10604,0.8876404494382022,79.0,False,True,True,True,True,False,10943,0.49295774647887325,35.0,False,True,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i016_s947638651,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,5991,1,False,6053,-1,19,1989,True,True,True,True,6365,0.775,62.0,False,True,True,True,True,True,6442,0.78,78.0,False,True,True,True,True,True,6594,0.96,72.0,False,True,True,True,True,True,6767,0.9523809523809523,80.0,False,True,True
B_B2_i017_s966270202,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i018_s951092510,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i019_s942600591,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i020_s987469641,B2,DISCOVERY,PREMATURE_THIRD_CENTRE,2.1544346900318823e-05,1e-08,8204,3859,2,False,3922,8203,21,1959,True,True,True,True,4876,0.90625,87.0,False,True,True,True,True,True,5419,0.6195652173913043,57.0,False,True,True,True,True,False,5571,0.5,48.0,False,True,False,True,True,False,6818,0.6231884057971014,43.0,False,True,False
B_B2_i021_s983505834,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i022_s966253201,B2,VALIDATION,PREMATURE_THIRD_CENTRE,2.1544346900318823e-05,1e-08,10228,10036,2,False,10116,10227,1,111,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i023_s957030645,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,6819,1,False,6923,-1,5,3436,True,True,True,True,7184,0.8831168831168831,68.0,False,True,True,True,True,True,7261,0.7142857142857143,65.0,False,True,True,True,True,True,7413,0.9021739130434783,83.0,False,True,True,True,True,False,8138,0.7272727272727273,64.0,False,True,False
B_B2_i024_s966161656,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i025_s949115275,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i026_s942760172,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i027_s966840968,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i028_s986391292,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i029_s981241043,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,6949,1,False,7220,-1,5,3436,True,True,True,True,7736,0.89,89.0,False,True,True,True,True,True,7813,0.8433734939759037,70.0,False,True,True,True,True,True,7965,0.9042553191489362,85.0,False,True,True,True,True,True,8138,0.9772727272727273,43.0,False,True,True
B_B2_i030_s945232182,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,8723,1,False,8789,-1,6,1564,True,True,True,True,9394,0.84375,81.0,False,True,True,True,True,False,9471,0.5074626865671642,34.0,False,True,False,True,True,False,9623,0.7230769230769231,47.0,False,True,False,True,True,False,9796,0.8823529411764706,45.0,False,True,False
B_B2_i031_s970832578,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i032_s987071224,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i033_s952998766,B2,VALIDATION,PREMATURE_THIRD_CENTRE,2.1544346900318823e-05,1e-08,4736,4088,2,False,4215,4735,11,35,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i034_s947942706,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,7396,1,False,7506,-1,23,1354,True,True,True,True,7727,0.5894736842105263,56.0,False,True,True,True,True,True,9471,0.8888888888888888,96.0,False,True,True,True,True,False,9623,0.6190476190476191,65.0,False,True,False,True,True,False,9796,0.67,67.0,False,True,False
B_B2_i035_s976162527,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,5177,1,False,5291,-1,24,1575,True,True,True,True,5618,0.65,39.0,False,True,True,True,True,True,5695,0.8490566037735849,45.0,False,True,True,True,True,True,5847,0.8484848484848485,56.0,False,True,True,True,True,True,6020,0.8450704225352113,60.0,False,True,True
B_B2_i036_s958115840,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i037_s953794064,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,5380,1,False,6001,-1,1,4999,True,True,True,True,6173,0.8285714285714286,87.0,False,True,True,True,True,True,6250,0.9680851063829787,91.0,False,True,True,True,True,True,6402,0.978494623655914,91.0,False,True,True,True,True,False,6575,0.8554216867469879,71.0,False,True,False
B_B2_i038_s958333012,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i039_s957160105,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,9986,1,False,10223,-1,3,509,True,True,True,True,10429,0.9761904761904762,82.0,False,True,True,True,True,True,10740,0.9649122807017544,55.0,False,True,True,True,True,True,10892,0.9,63.0,False,True,True,False,False,False,-1,,,,False,False
B_B2_i040_s955063215,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i041_s987797495,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i042_s970864850,B2,DISCOVERY,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
B_B2_i043_s960395155,B2,VALIDATION,HORIZON,2.1544346900318823e-05,1e-08,11000,-1,0,False,-1,-1,0,0,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False
